pdb_id,filename,num_frames
2izwC00,2izwC00_R3_i1.npy,500
2ra8A01,2ra8A01_R3_i1.npy,500
2m7lA02,2m7lA02_R1_i1.npy,500
2l25A00,2l25A00_R3_i1.npy,500
4nphA02,4nphA02_R2_i1.npy,500
4hr3A01,4hr3A01_R2_i1.npy,500
4ou7A00,4ou7A00_R2_i1.npy,500
2ebbA00,2ebbA00_R2_i1.npy,500
2wcoA01,2wcoA01_R2_i1.npy,500
4iihB04,4iihB04_R1_i1.npy,500
2in3A02,2in3A02_R3_i1.npy,500
2ruhA00,2ruhA00_R3_i1.npy,500
3q9cA00,3q9cA00_R1_i1.npy,500
2jfdA03,2jfdA03_R1_i1.npy,500
3orvA02,3orvA02_R3_i1.npy,500
2yfaA02,2yfaA02_R2_i1.npy,500
4guaA01,4guaA01_R0_i1.npy,500
3kltB00,3kltB00_R2_i1.npy,500
2lbfB01,2lbfB01_R0_i1.npy,500
4a17S00,4a17S00_R0_i1.npy,500
2lwxA00,2lwxA00_R1_i1.npy,500
3c5xC00,3c5xC00_R2_i1.npy,500
2nn6I02,2nn6I02_R0_i1.npy,500
2e5vA03,2e5vA03_R0_i1.npy,500
3mplA02,3mplA02_R0_i1.npy,500
2wocA00,2wocA00_R0_i1.npy,500
4asmB00,4asmB00_R2_i1.npy,500
4mtkA02,4mtkA02_R2_i1.npy,500
3oorA01,3oorA01_R2_i1.npy,500
4zkyA00,4zkyA00_R0_i1.npy,500
2oo4A01,2oo4A01_R0_i1.npy,500
5m0pA00,5m0pA00_R2_i1.npy,500
3t0fA03,3t0fA03_R3_i1.npy,500
2kt9A01,2kt9A01_R2_i1.npy,500
3m8uA02,3m8uA02_R0_i1.npy,500
4akgA16,4akgA16_R2_i1.npy,500
2e9qA02,2e9qA02_R1_i1.npy,500
2ehgA00,2ehgA00_R0_i1.npy,500
2mutA00,2mutA00_R0_i1.npy,500
2d4uB00,2d4uB00_R1_i1.npy,500
4cu9A00,4cu9A00_R2_i1.npy,500
5k8bA02,5k8bA02_R3_i1.npy,500
2e67A00,2e67A00_R1_i1.npy,500
5dnlA02,5dnlA02_R3_i1.npy,500
2jpiA00,2jpiA00_R1_i1.npy,500
2mdrA00,2mdrA00_R2_i1.npy,500
5crgA03,5crgA03_R3_i1.npy,500
5e99H01,5e99H01_R1_i1.npy,500
4fzmA01,4fzmA01_R3_i1.npy,500
3da5A00,3da5A00_R0_i1.npy,500
3mwnA00,3mwnA00_R2_i1.npy,500
2ggtB00,2ggtB00_R0_i1.npy,500
2y26A01,2y26A01_R3_i1.npy,500
2kieA00,2kieA00_R3_i1.npy,500
3fx7A00,3fx7A00_R3_i1.npy,500
2x2oA00,2x2oA00_R1_i1.npy,500
2h6oA03,2h6oA03_R1_i1.npy,500
2jxwA00,2jxwA00_R2_i1.npy,500
4g1eA02,4g1eA02_R2_i1.npy,500
4zasA02,4zasA02_R3_i1.npy,500
4k30A00,4k30A00_R3_i1.npy,500
3nmzD00,3nmzD00_R0_i1.npy,500
3thgA00,3thgA00_R1_i1.npy,500
4njmA02,4njmA02_R0_i1.npy,500
2sqcA02,2sqcA02_R2_i1.npy,500
4c91A03,4c91A03_R2_i1.npy,500
2qj6A02,2qj6A02_R2_i1.npy,500
2w0gA00,2w0gA00_R0_i1.npy,500
4ofyD04,4ofyD04_R2_i1.npy,500
2nc9A00,2nc9A00_R1_i1.npy,500
3topA03,3topA03_R2_i1.npy,500
